Ensembl_ID	Symbol	chrom	chromStart	chromEnd	ClassType
ENSG00000087245.11	MMP2	chr16	55389700	55506691	protein_coding
ENSG00000137674.3	MMP20	chr11	102576835	102625332	protein_coding
ENSG00000154485.4	MMP21	chr10	125766453	125775821	protein_coding
ENSG00000189409.11	MMP23B	chr1	1632095	1701810	protein_coding
ENSG00000125966.9	MMP24	chr20	35226654	35277000	protein_coding
ENSG00000008516.15	MMP25	chr16	3046681	3060726	protein_coding
ENSG00000167346.6	MMP26	chr11	4704927	4992429	protein_coding
ENSG00000137675.4	MMP27	chr11	102691487	102705806	protein_coding
ENSG00000271447.4	MMP28	chr17	35756249	35795707	protein_coding
ENSG00000149968.10	MMP3	chr11	102835801	102843803	protein_coding
ENSG00000137673.7	MMP7	chr11	102520508	102530753	protein_coding
ENSG00000118113.10	MMP8	chr11	102711795	102727050	protein_coding
ENSG00000100985.7	MMP9	chr20	46008908	46016561	protein_coding
ENSG00000138722.8	MMRN1	chr4	89879532	89954629	protein_coding
ENSG00000173269.12	MMRN2	chr10	86935540	86969481	protein_coding
ENSG00000155229.19	MMS19	chr10	97458324	97498794	protein_coding
ENSG00000146263.10	MMS22L	chr6	97142161	97283217	protein_coding
ENSG00000169184.5	MN1	chr22	27748277	27801498	protein_coding
ENSG00000020426.9	MNAT1	chr14	60734742	60969953	protein_coding
ENSG00000121211.6	MND1	chr4	153344649	153415118	protein_coding
ENSG00000163563.7	MNDA	chr1	158831317	158849506	protein_coding
ENSG00000138587.5	MNS1	chr15	56421544	56465137	protein_coding
ENSG00000070444.13	MNT	chr17	2384060	2401118	protein_coding
ENSG00000130675.13	MNX1	chr7	156994051	157010651	protein_coding
ENSG00000165943.4	MOAP1	chr14	93182196	93184928	protein_coding
ENSG00000114978.16	MOB1A	chr2	74152528	74178898	protein_coding
ENSG00000173542.7	MOB1B	chr4	70902326	71022449	protein_coding
ENSG00000182208.11	MOB2	chr11	1469457	1501247	protein_coding
ENSG00000172081.12	MOB3A	chr19	2071038	2096673	protein_coding
ENSG00000120162.9	MOB3B	chr9	27325209	27529781	protein_coding
ENSG00000142961.13	MOB3C	chr1	46607715	46616891	protein_coding
ENSG00000115540.13	MOB4	chr2	197515571	197553699	protein_coding
ENSG00000168314.16	MOBP	chr3	39467198	39529479	protein_coding
ENSG00000075643.5	MOCOS	chr18	36187519	36272157	protein_coding
ENSG00000124615.16	MOCS1	chr6	39899578	39934551	protein_coding
ENSG00000164172.17	MOCS2	chr5	53095679	53110063	protein_coding
ENSG00000124217.4	MOCS3	chr20	50958826	50963931	protein_coding
ENSG00000204655.10	MOG	chr6	29656981	29672372	protein_coding
ENSG00000124003.12	MOGAT1	chr2	222671786	222709930	protein_coding
ENSG00000166391.13	MOGAT2	chr11	75717819	75732958	protein_coding
ENSG00000106384.9	MOGAT3	chr7	101195007	101201021	protein_coding
ENSG00000115275.10	MOGS	chr2	74461057	74465410	protein_coding
ENSG00000080823.20	MOK	chr14	102224500	102305200	protein_coding
ENSG00000164077.12	MON1A	chr3	49908862	49930173	protein_coding
ENSG00000103111.13	MON1B	chr16	77190835	77202405	protein_coding
ENSG00000061987.13	MON2	chr12	62466817	62600479	protein_coding
ENSG00000114487.8	MORC1	chr3	108958239	109118142	protein_coding
ENSG00000133422.11	MORC2	chr22	30925130	30968298	protein_coding
ENSG00000159256.11	MORC3	chr21	36320189	36386148	protein_coding
ENSG00000133131.13	MORC4	chrX	106813871	107000244	protein_coding
ENSG00000185787.13	MORF4L1	chr15	78810487	78898133	protein_coding
ENSG00000123562.15	MORF4L2	chrX	103675496	103688158	protein_coding
ENSG00000116151.12	MORN1	chr1	2321253	2391707	protein_coding
ENSG00000188010.11	MORN2	chr2	38875962	38929072	protein_coding
ENSG00000139714.11	MORN3	chr12	121648742	121672631	protein_coding
ENSG00000171160.16	MORN4	chr10	97614553	97633500	protein_coding
ENSG00000185681.11	MORN5	chr9	122159908	122200088	protein_coding
ENSG00000172680.1	MOS	chr8	56112942	56113982	protein_coding
ENSG00000101928.11	MOSPD1	chrX	134887626	134915267	protein_coding
ENSG00000130150.10	MOSPD2	chrX	14873441	14922327	protein_coding
ENSG00000106330.10	MOSPD3	chr7	100612102	100615384	protein_coding
ENSG00000155363.17	MOV10	chr1	112673141	112700746	protein_coding
ENSG00000073146.14	MOV10L1	chr22	50089879	50161690	protein_coding
ENSG00000079931.13	MOXD1	chr6	132296055	132401545	protein_coding
ENSG00000060762.17	MPC1	chr6	166364919	166383013	protein_coding
ENSG00000238205.2	MPC1L	chrX	40623566	40623860	protein_coding
ENSG00000143158.9	MPC2	chr1	167916729	167937040	protein_coding
ENSG00000129255.13	MPDU1	chr17	7583529	7592789	protein_coding
ENSG00000107186.15	MPDZ	chr9	13105704	13279590	protein_coding
ENSG00000197629.5	MPEG1	chr11	59208510	59212951	protein_coding
ENSG00000103152.10	MPG	chr16	77007	85853	protein_coding
ENSG00000124383.7	MPHOSPH10	chr2	71130314	71150101	protein_coding
ENSG00000135698.8	MPHOSPH6	chr16	82147798	82170226	protein_coding
ENSG00000196199.12	MPHOSPH8	chr13	19633681	19673459	protein_coding
ENSG00000051825.13	MPHOSPH9	chr12	123152320	123244014	protein_coding
ENSG00000178802.16	MPI	chr15	74890005	74902219	protein_coding
ENSG00000117400.13	MPL	chr1	43337807	43352772	protein_coding
ENSG00000168303.6	MPLKIP	chr7	40126023	40134659	protein_coding
ENSG00000008382.14	MPND	chr19	4343527	4360086	protein_coding
ENSG00000005381.7	MPO	chr17	58269856	58280935	protein_coding
ENSG00000130830.13	MPP1	chrX	154778684	154821007	protein_coding
ENSG00000108852.13	MPP2	chr17	43875357	43909711	protein_coding
ENSG00000161647.17	MPP3	chr17	43800799	43833170	protein_coding
ENSG00000082126.16	MPP4	chr2	201644870	201698694	protein_coding
ENSG00000072415.7	MPP5	chr14	67241109	67335819	protein_coding
ENSG00000105926.14	MPP6	chr7	24573268	24694193	protein_coding
ENSG00000150054.17	MPP7	chr10	28050993	28334486	protein_coding
ENSG00000154889.15	MPPE1	chr18	11882622	11909223	protein_coding
ENSG00000186732.12	MPPED1	chr22	43411196	43507848	protein_coding
ENSG00000066382.15	MPPED2	chr11	30384493	30586872	protein_coding
ENSG00000133030.18	MPRIP	chr17	17042545	17217679	protein_coding
ENSG00000128309.15	MPST	chr22	37019635	37029822	protein_coding
ENSG00000115204.13	MPV17	chr2	27309492	27325680	protein_coding
ENSG00000156968.8	MPV17L	chr16	15395754	15413268	protein_coding
ENSG00000254858.8	MPV17L2	chr19	18193182	18196948	protein_coding
ENSG00000197965.10	MPZL1	chr1	167721192	167791919	protein_coding
ENSG00000149573.7	MPZL2	chr11	118253403	118264536	protein_coding
ENSG00000160588.8	MPZL3	chr11	118226690	118252350	protein_coding
ENSG00000153029.13	MR1	chr1	181033425	181061938	protein_coding
ENSG00000170262.11	MRAP	chr21	32291813	32314784	protein_coding
ENSG00000135324.5	MRAP2	chr6	84033756	84090881	protein_coding
ENSG00000158186.11	MRAS	chr3	138347648	138405534	protein_coding
ENSG00000260314.2	MRC1	chr10	17809344	17911170	protein_coding
ENSG00000011028.12	MRC2	chr17	62627401	62693597	protein_coding
ENSG00000020922.11	MRE11A	chr11	94415578	94493908	protein_coding
ENSG00000118242.14	MREG	chr2	215942805	216034096	protein_coding
ENSG00000179010.13	MRFAP1	chr4	6640091	6642745	protein_coding
ENSG00000178988.10	MRFAP1L1	chr4	6707701	6709880	protein_coding
ENSG00000101189.6	MRGBP	chr20	62796453	62801738	protein_coding
ENSG00000172938.3	MRGPRD	chr11	68980021	68980986	protein_coding
ENSG00000184350.9	MRGPRE	chr11	3227698	3232386	protein_coding
ENSG00000172935.8	MRGPRF	chr11	69004395	69013409	protein_coding
ENSG00000182170.3	MRGPRG	chr11	3217944	3218813	protein_coding
ENSG00000170255.7	MRGPRX1	chr11	18933813	18939507	protein_coding
ENSG00000183695.2	MRGPRX2	chr11	19054455	19060681	protein_coding
ENSG00000179826.6	MRGPRX3	chr11	18120955	18138480	protein_coding
ENSG00000179817.4	MRGPRX4	chr11	18172837	18197348	protein_coding
ENSG00000037757.12	MRI1	chr19	13764532	13774282	protein_coding
ENSG00000278619.3	MRM1	chr17	36601572	36608971	protein_coding
ENSG00000134042.11	MRO	chr18	50795120	50825402	protein_coding
ENSG00000179832.16	MROH1	chr8	144148016	144261940	protein_coding
ENSG00000185038.13	MROH2A	chr2	233775679	233833423	protein_coding
ENSG00000171495.15	MROH2B	chr5	40998017	41071342	protein_coding
ENSG00000204839.7	MROH6	chr8	143566187	143572971	protein_coding
ENSG00000184313.18	MROH7	chr1	54641754	54710266	protein_coding
ENSG00000101353.13	MROH8	chr20	37101226	37179588	protein_coding
ENSG00000117501.13	MROH9	chr1	170935471	171064765	protein_coding
ENSG00000169288.16	MRPL1	chr4	77862520	77952790	protein_coding
ENSG00000159111.11	MRPL10	chr17	47823272	47831534	protein_coding
ENSG00000174547.12	MRPL11	chr11	66435075	66466738	protein_coding
ENSG00000262814.5	MRPL12	chr17	81703357	81707526	protein_coding
ENSG00000172172.6	MRPL13	chr8	120380761	120445402	protein_coding
ENSG00000180992.6	MRPL14	chr6	44113454	44127457	protein_coding
ENSG00000137547.7	MRPL15	chr8	54135210	54147901	protein_coding
ENSG00000166902.4	MRPL16	chr11	59806135	59810872	protein_coding
ENSG00000158042.8	MRPL17	chr11	6680782	6683401	protein_coding
ENSG00000112110.8	MRPL18	chr6	159789812	159798436	protein_coding
ENSG00000115364.12	MRPL19	chr2	75646783	75690851	protein_coding
ENSG00000112651.10	MRPL2	chr6	43054029	43059806	protein_coding
ENSG00000242485.4	MRPL20	chr1	1401908	1407313	protein_coding
ENSG00000197345.11	MRPL21	chr11	68891276	68903835	protein_coding
ENSG00000082515.15	MRPL22	chr5	154941070	154969411	protein_coding
ENSG00000214026.9	MRPL23	chr11	1947278	1984522	protein_coding
ENSG00000143314.11	MRPL24	chr1	156737303	156741590	protein_coding
ENSG00000108826.14	MRPL27	chr17	50367857	50373214	protein_coding
ENSG00000086504.14	MRPL28	chr16	367384	370527	protein_coding
ENSG00000114686.7	MRPL3	chr3	131462212	131502983	protein_coding
ENSG00000185414.18	MRPL30	chr2	99181079	99197626	protein_coding
ENSG00000106591.3	MRPL32	chr7	42932200	42948958	protein_coding
ENSG00000243147.6	MRPL33	chr2	27771717	27988087	protein_coding
ENSG00000130312.5	MRPL34	chr19	17292609	17306843	protein_coding
ENSG00000132313.13	MRPL35	chr2	86199355	86213794	protein_coding
ENSG00000171421.11	MRPL36	chr5	1798386	1801366	protein_coding
ENSG00000116221.14	MRPL37	chr1	54184041	54225464	protein_coding
ENSG00000204316.11	MRPL38	chr17	75898643	75905413	protein_coding
ENSG00000154719.12	MRPL39	chr21	25585656	25607517	protein_coding
ENSG00000105364.12	MRPL4	chr19	10251901	10260045	protein_coding
ENSG00000185608.7	MRPL40	chr22	19431902	19436075	protein_coding
ENSG00000182154.7	MRPL41	chr9	137551199	137552555	protein_coding
ENSG00000198015.11	MRPL42	chr12	93467488	93516213	protein_coding
ENSG00000055950.15	MRPL43	chr10	100969458	100987515	protein_coding
ENSG00000135900.3	MRPL44	chr2	223957404	223967714	protein_coding
ENSG00000278845.3	MRPL45	chr17	38297023	38323218	protein_coding
ENSG00000259494.1	MRPL46	chr15	88459476	88467419	protein_coding
ENSG00000136522.12	MRPL47	chr3	179588285	179604654	protein_coding
ENSG00000175581.12	MRPL48	chr11	73787316	73865133	protein_coding
ENSG00000149792.7	MRPL49	chr11	65122183	65127371	protein_coding
ENSG00000136897.7	MRPL50	chr9	101387633	101398614	protein_coding
ENSG00000111639.6	MRPL51	chr12	6491886	6493841	protein_coding
ENSG00000172590.17	MRPL52	chr14	22829879	22835037	protein_coding
ENSG00000204822.6	MRPL53	chr2	74471958	74473322	protein_coding
ENSG00000183617.4	MRPL54	chr19	3762664	3768575	protein_coding
ENSG00000162910.17	MRPL55	chr1	228106679	228109312	protein_coding
ENSG00000173141.4	MRPL57	chr13	21176645	21179084	protein_coding
ENSG00000143436.9	MRPL9	chr1	151759643	151763564	protein_coding
ENSG00000048544.5	MRPS10	chr6	42206801	42217865	protein_coding
ENSG00000181991.14	MRPS11	chr15	88467453	88480773	protein_coding
ENSG00000128626.10	MRPS12	chr19	38930548	38933162	protein_coding
ENSG00000120333.4	MRPS14	chr1	175010789	175023425	protein_coding
ENSG00000116898.10	MRPS15	chr1	36455718	36464437	protein_coding
ENSG00000182180.12	MRPS16	chr10	73248843	73252693	protein_coding
ENSG00000239789.4	MRPS17	chr7	55951819	55956501	protein_coding
ENSG00000249773.3	MRPS17	chr7	55887277	55955239	protein_coding
ENSG00000096080.10	MRPS18A	chr6	43671303	43687791	protein_coding
ENSG00000204568.10	MRPS18B	chr6	30617709	30626395	protein_coding
ENSG00000163319.9	MRPS18C	chr4	83455932	83469735	protein_coding
ENSG00000122140.9	MRPS2	chr9	135499984	135504673	protein_coding
ENSG00000266472.4	MRPS21	chr1	150293720	150308979	protein_coding
ENSG00000175110.10	MRPS22	chr3	139005806	139357223	protein_coding
ENSG00000181610.11	MRPS23	chr17	57834781	57850056	protein_coding
ENSG00000062582.12	MRPS24	chr7	43866558	43869893	protein_coding
ENSG00000131368.6	MRPS25	chr3	15042460	15065335	protein_coding
ENSG00000125901.5	MRPS26	chr20	3045945	3048254	protein_coding
ENSG00000113048.15	MRPS27	chr5	72219409	72320646	protein_coding
ENSG00000147586.8	MRPS28	chr8	79918717	80030289	protein_coding
ENSG00000112996.8	MRPS30	chr5	44808925	44820428	protein_coding
ENSG00000102738.7	MRPS31	chr13	40729135	40771173	protein_coding
ENSG00000090263.14	MRPS33	chr7	141002610	141015228	protein_coding
ENSG00000074071.12	MRPS34	chr16	1771890	1773155	protein_coding
ENSG00000061794.11	MRPS35	chr12	27710773	27756295	protein_coding
ENSG00000134056.10	MRPS36	chr5	69217760	69230129	protein_coding
ENSG00000144029.10	MRPS5	chr2	95087207	95149434	protein_coding
ENSG00000125445.9	MRPS7	chr17	75261674	75266373	protein_coding
ENSG00000135972.7	MRPS9	chr2	105037983	105099960	protein_coding
ENSG00000148187.16	MRRF	chr9	122264603	122331343	protein_coding
ENSG00000124532.13	MRS2	chr6	24402908	24426194	protein_coding
ENSG00000053372.4	MRTO4	chr1	19251539	19260128	protein_coding
ENSG00000072952.17	MRVI1	chr11	10573091	10693988	protein_coding
ENSG00000156738.16	MS4A1	chr11	60455752	60470760	protein_coding
ENSG00000172689.1	MS4A10	chr11	60785348	60801305	protein_coding
ENSG00000071203.8	MS4A12	chr11	60492778	60507430	protein_coding
ENSG00000204979.6	MS4A13	chr11	60515413	60542721	protein_coding
ENSG00000166928.9	MS4A14	chr11	60378530	60417756	protein_coding
ENSG00000166961.13	MS4A15	chr11	60756953	60776732	protein_coding
ENSG00000214782.6	MS4A18	chr11	60729304	60744212	protein_coding
ENSG00000149534.7	MS4A2	chr11	60088261	60098466	protein_coding
ENSG00000149516.12	MS4A3	chr11	60056587	60071128	protein_coding
ENSG00000110079.15	MS4A4A	chr11	60280541	60308972	protein_coding
ENSG00000214787.7	MS4A4E	chr11	60201253	60243088	protein_coding
ENSG00000166930.5	MS4A5	chr11	60429589	60455214	protein_coding
ENSG00000110077.13	MS4A6A	chr11	60172014	60184666	protein_coding
ENSG00000166926.7	MS4A6E	chr11	60334831	60396596	protein_coding
ENSG00000166927.11	MS4A7	chr11	60378482	60395951	protein_coding
ENSG00000166959.6	MS4A8	chr11	60699574	60715811	protein_coding
ENSG00000188981.9	MSANTD1	chr4	3244369	3271738	protein_coding
ENSG00000120458.8	MSANTD2	chr11	124766498	124800673	protein_coding
ENSG00000066697.13	MSANTD3	chr9	100427156	100451711	protein_coding
ENSG00000251349.3	MSANTD3-TMEFF1	chr9	100442271	100577636	protein_coding
ENSG00000170903.9	MSANTD4	chr11	105995623	106022403	protein_coding
ENSG00000178860.8	MSC	chr8	71841549	71844468	protein_coding
ENSG00000151379.3	MSGN1	chr2	17816496	17817101	protein_coding
ENSG00000095002.11	MSH2	chr2	47402969	47562311	protein_coding
ENSG00000113318.9	MSH3	chr5	80654648	80876460	protein_coding
ENSG00000057468.6	MSH4	chr1	75796882	75913238	protein_coding
ENSG00000204410.13	MSH5	chr6	31739948	31762834	protein_coding
ENSG00000116062.13	MSH6	chr2	47695530	47810101	protein_coding
ENSG00000135097.5	MSI1	chr12	120341330	120369180	protein_coding
ENSG00000153944.9	MSI2	chr17	57255851	57684685	protein_coding
ENSG00000188895.10	MSL1	chr17	40122298	40136916	protein_coding
ENSG00000174579.3	MSL2	chr3	136148922	136197241	protein_coding
ENSG00000005302.16	MSL3	chrX	11758159	11775753	protein_coding
ENSG00000102854.13	MSLN	chr16	643262	768865	protein_coding
ENSG00000162006.8	MSLNL	chr16	769428	783370	protein_coding
ENSG00000263639.4	MSMB	chr10	46033307	46046269	protein_coding
ENSG00000052802.11	MSMO1	chr4	165327623	165343160	protein_coding
ENSG00000215183.4	MSMP	chr9	35752990	35756613	protein_coding
ENSG00000147065.15	MSN	chrX	65588377	65741931	protein_coding
ENSG00000038945.13	MSR1	chr8	16107878	16567490	protein_coding
ENSG00000175806.13	MSRA	chr8	10054268	10428891	protein_coding
ENSG00000198736.10	MSRB1	chr16	1938210	1943326	protein_coding
ENSG00000148450.11	MSRB2	chr10	23095506	23122013	protein_coding
ENSG00000174099.9	MSRB3	chr12	65278643	65488244	protein_coding
ENSG00000166343.8	MSS51	chr10	73423579	73433561	protein_coding
ENSG00000173531.14	MST1	chr3	49683947	49689501	protein_coding
ENSG00000164078.11	MST1R	chr3	49887002	49903873	protein_coding
ENSG00000138379.4	MSTN	chr2	190055697	190062729	protein_coding
ENSG00000125459.13	MSTO1	chr1	155610205	155614967	protein_coding
ENSG00000163132.6	MSX1	chr4	4859666	4863936	protein_coding
ENSG00000120149.8	MSX2	chr5	174724533	174730893	protein_coding
ENSG00000198899.2	MT-ATP6	chrM	8527	9207	protein_coding
ENSG00000228253.1	MT-ATP8	chrM	8366	8572	protein_coding
ENSG00000198804.2	MT-CO1	chrM	5904	7445	protein_coding
ENSG00000198712.1	MT-CO2	chrM	7586	8269	protein_coding
ENSG00000198938.2	MT-CO3	chrM	9207	9990	protein_coding
ENSG00000198727.2	MT-CYB	chrM	14747	15887	protein_coding
ENSG00000198888.2	MT-ND1	chrM	3307	4262	protein_coding
ENSG00000198763.3	MT-ND2	chrM	4470	5511	protein_coding
ENSG00000198840.2	MT-ND3	chrM	10059	10404	protein_coding
ENSG00000198886.2	MT-ND4	chrM	10760	12137	protein_coding
ENSG00000212907.2	MT-ND4L	chrM	10470	10766	protein_coding
ENSG00000198786.2	MT-ND5	chrM	12337	14148	protein_coding
ENSG00000198695.2	MT-ND6	chrM	14149	14673	protein_coding
ENSG00000205362.9	MT1A	chr16	56638666	56750276	protein_coding
ENSG00000169688.10	MT1B	chr16	56651899	56653204	protein_coding
ENSG00000169715.13	MT1E	chr16	56625475	56627112	protein_coding
ENSG00000198417.6	MT1F	chr16	56657694	56660698	protein_coding
ENSG00000125144.12	MT1G	chr16	56666731	56668065	protein_coding
ENSG00000205358.3	MT1H	chr16	56669814	56671129	protein_coding
ENSG00000244020.2	MT1HL1	chr1	237004103	237004418	protein_coding
ENSG00000205364.3	MT1M	chr16	56632233	56633986	protein_coding
ENSG00000187193.8	MT1X	chr16	56682424	56684196	protein_coding
ENSG00000125148.6	MT2A	chr16	56608199	56609497	protein_coding
ENSG00000087250.7	MT3	chr16	56589074	56591088	protein_coding
ENSG00000102891.3	MT4	chr16	56565049	56568957	protein_coding
ENSG00000182979.16	MTA1	chr14	105419820	105470729	protein_coding
ENSG00000149480.5	MTA2	chr11	62593214	62601840	protein_coding
ENSG00000057935.12	MTA3	chr2	42494569	42756947	protein_coding
ENSG00000099810.17	MTAP	chr9	21802543	21937651	protein_coding
ENSG00000172167.6	MTBP	chr8	120445400	120542133	protein_coding
ENSG00000137409.17	MTCH1	chr6	36968141	36986298	protein_coding
ENSG00000109919.8	MTCH2	chr11	47617315	47642623	protein_coding
ENSG00000168502.16	MTCL1	chr18	8705661	8832778	protein_coding
ENSG00000147649.8	MTDH	chr8	97644179	97728770	protein_coding
ENSG00000127989.12	MTERF1	chr7	91692008	91880720	protein_coding
ENSG00000120832.8	MTERF2	chr12	106977291	106987166	protein_coding
ENSG00000156469.7	MTERF3	chr8	96239398	96261610	protein_coding
ENSG00000122085.15	MTERF4	chr2	241072169	241102332	protein_coding
ENSG00000188786.9	MTF1	chr1	37809567	37859620	protein_coding
ENSG00000143033.16	MTF2	chr1	93079235	93139081	protein_coding
ENSG00000103707.8	MTFMT	chr15	65001512	65029639	protein_coding
ENSG00000242114.4	MTFP1	chr22	30425530	30429053	protein_coding
ENSG00000066855.14	MTFR1	chr8	65644734	65771261	protein_coding
ENSG00000117640.16	MTFR1L	chr1	25818640	25832942	protein_coding
ENSG00000146410.10	MTFR2	chr6	136231024	136250335	protein_coding
ENSG00000148824.17	MTG1	chr10	133394094	133421307	protein_coding
ENSG00000101181.16	MTG2	chr20	62183029	62203568	protein_coding
ENSG00000100714.14	MTHFD1	chr14	64388031	64463457	protein_coding
ENSG00000120254.14	MTHFD1L	chr6	150865549	151101887	protein_coding
ENSG00000065911.10	MTHFD2	chr2	74198562	74217565	protein_coding
ENSG00000163738.17	MTHFD2L	chr4	74114174	74303099	protein_coding
ENSG00000177000.9	MTHFR	chr1	11785723	11806920	protein_coding
ENSG00000136371.8	MTHFS	chr15	79833585	79897379	protein_coding
ENSG00000261229.4	MTHFS	chr15	79843547	79897285	protein_coding
ENSG00000103248.16	MTHFSD	chr16	86530176	86555235	protein_coding
ENSG00000085760.13	MTIF2	chr2	55236595	55269347	protein_coding
ENSG00000122033.13	MTIF3	chr13	27435643	27450591	protein_coding
ENSG00000132749.9	MTL5	chr11	68707440	68751564	protein_coding
ENSG00000171100.13	MTM1	chrX	150568619	150673322	protein_coding
ENSG00000063601.15	MTMR1	chrX	150692971	150765103	protein_coding
ENSG00000166912.15	MTMR10	chr15	30938941	30991607	protein_coding
ENSG00000014914.18	MTMR11	chr1	149928651	149936898	protein_coding
ENSG00000150712.9	MTMR12	chr5	32226994	32313009	protein_coding
ENSG00000163719.17	MTMR14	chr3	9649433	9702394	protein_coding
ENSG00000087053.17	MTMR2	chr11	95832882	95925315	protein_coding
ENSG00000100330.14	MTMR3	chr22	29883155	30030866	protein_coding
ENSG00000108389.8	MTMR4	chr17	58489529	58517905	protein_coding
ENSG00000139505.11	MTMR6	chr13	25246201	25288009	protein_coding
ENSG00000003987.12	MTMR7	chr8	17298030	17413528	protein_coding
ENSG00000102043.14	MTMR8	chrX	64268081	64395431	protein_coding
ENSG00000104643.8	MTMR9	chr8	11284416	11328146	protein_coding
ENSG00000168412.6	MTNR1A	chr4	186533655	186555567	protein_coding
ENSG00000134640.2	MTNR1B	chr11	92969720	92985066	protein_coding
ENSG00000135297.14	MTO1	chr6	73461578	73509236	protein_coding
ENSG00000198793.11	MTOR	chr1	11106535	11262507	protein_coding
ENSG00000107951.11	MTPAP	chr10	30309801	30374448	protein_coding
ENSG00000105887.10	MTPN	chr7	135926761	135977353	protein_coding
ENSG00000116984.11	MTR	chr1	236795281	236903981	protein_coding
ENSG00000120662.14	MTRF1	chr13	41216369	41263577	protein_coding
ENSG00000112031.14	MTRF1L	chr6	152987362	153002685	protein_coding
ENSG00000256618.2	MTRNR2L1	chr17	22523111	22524663	protein_coding
ENSG00000256045.2	MTRNR2L10	chrX	55181391	55182920	protein_coding
ENSG00000270188.1	MTRNR2L11	chr1	237943724	237945275	protein_coding
ENSG00000270394.2	MTRNR2L13	chr4	116298876	116300320	protein_coding
ENSG00000256222.2	MTRNR2L3	chr20	57358442	57359980	protein_coding
ENSG00000232196.3	MTRNR2L4	chr16	3370979	3372740	protein_coding
ENSG00000249860.3	MTRNR2L5	chr10	55599303	55600041	protein_coding
ENSG00000270672.1	MTRNR2L6	chr7	142666272	142667718	protein_coding
ENSG00000256892.2	MTRNR2L7	chr10	37601440	37602974	protein_coding
ENSG00000255823.2	MTRNR2L8	chr11	10507887	10509189	protein_coding
ENSG00000124275.13	MTRR	chr5	7851186	7906025	protein_coding
ENSG00000170873.17	MTSS1	chr8	124550790	124728429	protein_coding
ENSG00000132613.13	MTSS1L	chr16	70661204	70686066	protein_coding
ENSG00000138823.11	MTTP	chr4	99563761	99623999	protein_coding
ENSG00000180354.14	MTURN	chr7	30134810	30162762	protein_coding
ENSG00000129422.12	MTUS1	chr8	17643795	17800917	protein_coding
ENSG00000132938.17	MTUS2	chr13	28820348	29505947	protein_coding
ENSG00000173171.13	MTX1	chr1	155208699	155213824	protein_coding
ENSG00000128654.12	MTX2	chr2	176269395	176338025	protein_coding
ENSG00000177034.13	MTX3	chr5	79976731	79991262	protein_coding
ENSG00000185499.15	MUC1	chr1	155185824	155192916	protein_coding
ENSG00000205277.8	MUC12	chr7	100969623	101018949	protein_coding
ENSG00000173702.6	MUC13	chr3	124905442	124953819	protein_coding
ENSG00000169550.11	MUC15	chr11	26559033	26572233	protein_coding
ENSG00000181143.14	MUC16	chr19	8848844	8981342	protein_coding
ENSG00000169876.12	MUC17	chr7	101020072	101058745	protein_coding
ENSG00000205592.12	MUC19	chr12	40393395	40570832	protein_coding
ENSG00000198788.8	MUC2	chr11	1074875	1110511	protein_coding
ENSG00000176945.15	MUC20	chr3	195720882	195741123	protein_coding
ENSG00000204544.5	MUC21	chr6	30983718	30989903	protein_coding
ENSG00000261272.1	MUC22	chr6	31010474	31035402	protein_coding
ENSG00000169894.16	MUC3A	chr7	100949555	100968346	protein_coding
ENSG00000145113.20	MUC4	chr3	195746765	195812277	protein_coding
ENSG00000215182.8	MUC5AC	chr11	1157953	1201138	protein_coding
ENSG00000117983.16	MUC5B	chr11	1223066	1262172	protein_coding
ENSG00000171195.9	MUC7	chr4	70430492	70482997	protein_coding
ENSG00000172551.9	MUCL1	chr12	54830519	54858393	protein_coding
ENSG00000090432.6	MUL1	chr1	20499448	20508161	protein_coding
ENSG00000160953.13	MUM1	chr19	1285893	1378431	protein_coding
ENSG00000157502.11	MUM1L1	chrX	106168305	106208956	protein_coding
ENSG00000170681.6	MURC	chr9	100578079	100587906	protein_coding
ENSG00000172732.10	MUS81	chr11	65857126	65867653	protein_coding
ENSG00000030304.11	MUSK	chr9	110668771	110801579	protein_coding
ENSG00000272573.4	MUSTN1	chr3	52833114	52835219	protein_coding
ENSG00000146085.7	MUT	chr6	49430360	49463191	protein_coding
ENSG00000132781.16	MUTYH	chr1	45329163	45340470	protein_coding
ENSG00000141971.11	MVB12A	chr19	17405722	17433724	protein_coding
ENSG00000196814.13	MVB12B	chr9	126326849	126507041	protein_coding
ENSG00000167508.9	MVD	chr16	88651935	88663161	protein_coding
ENSG00000110921.10	MVK	chr12	109573255	109598117	protein_coding
ENSG00000013364.17	MVP	chr16	29820394	29848039	protein_coding
ENSG00000157601.12	MX1	chr21	41420304	41459214	protein_coding
ENSG00000183486.11	MX2	chr21	41361943	41409390	protein_coding
ENSG00000059728.9	MXD1	chr2	69897688	69942945	protein_coding
ENSG00000213347.9	MXD3	chr5	177301461	177312757	protein_coding
ENSG00000123933.13	MXD4	chr4	2247432	2262294	protein_coding
ENSG00000119950.19	MXI1	chr10	110207605	110287365	protein_coding
ENSG00000101825.7	MXRA5	chrX	3308565	3346641	protein_coding
ENSG00000182534.12	MXRA7	chr17	76672551	76711016	protein_coding
ENSG00000162576.15	MXRA8	chr1	1352689	1361777	protein_coding
ENSG00000179820.14	MYADM	chr19	53866223	53876437	protein_coding
ENSG00000185105.4	MYADML2	chr17	81939645	81947233	protein_coding
